Line	Event	Signal	Text
20378	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
21575	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
21808	G3AB_COL_RIGHT RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
21826	G3AB_COL_OFF RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
21844	G3AB_COL_RIGHT RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
21862	G3AB_COL_OFF RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
21880	G3AB_COL_RIGHT RECEIVED	EXTRA_08	MarkerAction: REJECTED - unsupported Normal/Quick/full-Whirl action or Hit phase
22182	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
22227	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
22310	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
23838	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
24558	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
25278	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
25998	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
26974	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
27950	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
29625	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
30842	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
31820	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
32155	C1 FINALIZATION	EXTRA_01	Source[0].Outcome: REPAIRED_TO_ITEM_EQUIPPED
32169	C1 FINALIZATION	EXTRA_05	Source[0].RepairAttempted: 1
32172	C1 FINALIZATION	EXTRA_06	Source[0].PhysicalCollisionChanged: 1
32173	C1 FINALIZATION	EXTRA_06	PhysicalCollisionChanged: 1
32530	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
33250	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
34526	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
35513	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
36327	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
38150	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
38901	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
40021	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
40881	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
42088	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
42423	C1 FINALIZATION	EXTRA_01	Source[0].Outcome: REPAIRED_TO_ITEM_EQUIPPED
42437	C1 FINALIZATION	EXTRA_05	Source[0].RepairAttempted: 1
42440	C1 FINALIZATION	EXTRA_06	Source[0].PhysicalCollisionChanged: 1
42457	C1 FINALIZATION	EXTRA_06	PhysicalCollisionChanged: 1
42875	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
44001	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
45067	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
45908	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
47466	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
48466	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
49586	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
50311	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
51037	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
51788	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
52674	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
53425	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
54176	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
56630	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
56683	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
56766	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
57431	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
57484	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
57567	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
58443	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
58496	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
58579	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
59400	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
59453	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
59536	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
60680	MARKER OWNERSHIP DECISION	EXTRA_07	ContainsReservedSourceMarker: 1
60733	C1 OFFENSE REQUEST	OUTSTANDING_TRUE	Outstanding: 1
60816	OUTER_FRAME OFFENSE	EXTRA_08	MarkerAction: ACCEPTED
